SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
YP3TSV,2024,57,59,55,59,53,56,58,57,58,57,56,61,59,58,63,61,54,63,59,61,55,57,55,66,57,62,58,55,55,56,331
8TLP3D,2024,58,62,61,66,68,59,70,65,60,59,60,62,61,62,71,64,62,65,67,77,56,56,62,61,67,66,62,58,53,62,331
TU79YT,2024,64,66,60,65,60,58,59,64,62,59,60,67,63,62,63,61,62,65,68,63,63,61,57,73,64,64,64,61,62,62,331
CLJTZQ,2024,57,60,57,67,66,58,58,67,59,61,59,59,67,62,59,56,62,67,61,65,59,59,56,68,61,63,65,58,57,60,331
HCG7VD,2024,59,61,62,53,65,52,57,56,64,64,58,59,59,55,61,52,64,58,55,62,57,60,62,61,61,62,57,60,58,64,331
KCXSJZ,2024,58,60,60,54,65,61,60,58,79,67,62,59,57,58,61,52,58,49,57,60,59,66,62,64,66,58,58,60,62,64,331
P9HAZQ,2024,63,59,60,65,60,59,61,61,56,57,62,59,69,67,65,64,60,64,69,61,58,56,59,59,59,60,61,54,59,62,331
LZY3FD,2024,61,56,62,59,75,58,64,65,66,60,60,57,61,64,67,50,72,56,63,67,64,61,64,59,73,62,61,66,60,66,331
8V97LZ,2024,70,69,65,69,65,61,64,62,73,63,60,79,67,64,71,65,64,64,65,79,63,70,65,77,68,69,69,59,65,65,331
7ELBBZ,2024,64,62,55,67,67,56,61,61,64,60,61,58,62,66,62,58,59,60,61,66,60,61,55,62,65,65,66,61,58,56,331
PCFWNS,2024,64,63,62,72,64,60,69,68,74,67,61,61,62,65,68,68,66,68,68,70,64,65,60,73,63,72,67,60,62,84,331
PVAHAS,2024,57,58,56,57,66,54,69,61,61,56,59,56,56,56,67,61,62,61,57,67,54,57,65,57,64,62,58,54,50,59,331
BELNF7,2024,69,64,67,62,62,58,53,58,70,60,66,63,62,60,62,49,66,51,57,64,64,76,59,64,61,63,69,68,74,63,331
RWDBXV,2024,68,63,63,64,78,57,67,73,64,63,61,61,61,61,68,62,70,59,62,68,62,62,62,62,65,62,66,57,57,65,331
C9SJVV,2024,62,63,59,63,64,55,53,57,65,58,59,65,63,63,64,55,54,62,59,65,71,62,55,69,62,59,57,55,59,58,331
RYLDAW,2024,67,72,58,61,68,55,61,66,61,57,63,61,56,59,66,58,67,58,59,60,63,58,62,57,61,60,59,65,54,54,331
AURXN9,2024,63,69,59,64,66,65,61,68,60,58,62,60,56,62,62,56,65,60,61,60,64,60,58,61,62,59,60,63,54,54,331
PFULPB,2024,63,57,55,60,64,55,60,64,62,65,61,62,65,64,63,55,59,56,64,66,60,59,58,60,62,65,64,52,60,58,331
9F7ZN7,2024,60,66,55,65,57,60,56,58,53,48,57,63,57,60,61,57,58,63,61,59,60,59,58,65,60,58,60,62,56,54,331
JHJ3PM,2024,54,57,51,64,51,59,59,60,60,62,54,59,53,57,63,67,51,63,63,62,54,52,51,56,53,64,57,54,53,55,331
Y87MVX,2024,60,64,62,61,69,65,67,66,76,66,62,61,63,58,67,59,64,56,63,68,61,62,58,67,64,71,62,59,62,71,331
UVFGNR,2024,61,69,66,66,67,67,66,68,63,59,63,62,79,67,65,66,66,70,67,70,67,66,63,70,62,69,72,65,65,69,331
XZSQEX,2024,63,81,58,63,69,57,65,69,60,59,68,61,61,60,65,61,63,67,66,62,70,61,59,59,61,62,57,68,52,60,331
XU8KYK,2024,59,58,60,66,65,71,68,65,62,57,56,64,57,60,66,62,65,62,65,67,60,60,56,63,58,64,61,60,59,66,331
WTYK3C,2024,66,80,69,62,73,56,57,63,69,57,70,66,67,64,65,55,66,60,61,68,72,76,66,66,67,64,65,74,66,67,331
CUUSPZ,2024,57,62,63,68,71,62,66,68,61,59,58,56,63,66,65,61,67,60,61,66,70,61,57,62,64,65,61,62,58,64,331
XVGEQG,2024,60,65,59,58,56,50,45,57,52,52,57,61,63,49,54,56,55,57,52,54,59,54,53,60,54,59,64,60,56,57,331
HDWC87,2024,58,74,55,62,67,57,59,66,57,54,62,59,60,57,59,58,58,60,61,57,67,57,58,64,61,55,58,65,52,56,331
XZ98GN,2024,60,73,58,60,68,58,66,68,60,56,65,58,57,61,66,57,62,63,60,59,61,58,60,61,65,56,56,65,52,59,331
LFMSQG,2024,64,60,62,70,66,67,67,68,79,68,66,64,61,68,68,59,62,58,68,65,65,67,59,68,63,64,63,57,65,66,331
GAX3A7,2024,51,60,57,60,60,55,57,62,56,56,55,55,59,57,56,50,59,57,55,59,59,53,57,59,57,54,59,56,54,59,331
D9LANH,2024,61,61,61,61,65,62,62,59,84,69,61,61,56,61,62,53,62,56,59,64,65,71,72,70,61,58,60,60,63,68,331
8N7NKQ,2024,67,68,63,69,65,64,68,67,68,65,61,66,66,69,65,65,67,61,66,71,63,67,61,67,65,70,67,64,65,60,331
BVUAUF,2024,60,63,55,58,54,61,60,61,51,56,59,60,58,60,55,55,52,59,62,56,66,52,55,59,61,56,55,57,50,56,331
CMFSRJ,2024,61,69,59,63,62,63,68,63,59,58,58,61,59,62,65,68,64,62,63,63,64,58,61,62,61,62,58,60,55,57,331
RGLZHX,2024,70,69,68,66,83,60,68,76,75,66,65,67,64,66,71,63,74,64,65,76,72,69,65,71,79,65,68,62,62,67,331
CNMMFX,2024,63,60,61,65,59,60,63,65,63,64,62,62,59,61,68,60,58,63,70,68,60,59,56,64,62,64,63,62,59,62,331
WB8WST,2024,65,58,58,57,59,55,55,58,74,61,56,62,52,56,58,50,60,52,59,53,57,64,53,58,58,57,58,61,62,53,331
DZSGUL,2024,57,55,64,71,60,55,51,59,55,50,57,57,59,75,55,52,59,55,58,66,57,62,54,53,61,56,59,63,55,56,331
UAFUE7,2024,67,59,64,64,63,59,62,60,77,67,58,63,57,61,64,55,62,59,57,64,62,67,62,69,60,66,56,63,62,67,331
MWHX7P,2024,62,61,57,62,61,55,64,62,55,55,63,60,66,61,67,60,59,63,61,66,68,58,62,62,60,63,66,57,59,59,331
73MANP,2024,69,65,62,67,71,59,63,67,64,62,72,66,62,61,74,63,63,63,66,76,61,65,67,61,70,67,66,58,63,63,331
JCSA9B,2024,70,63,58,68,56,56,58,64,60,60,63,64,62,59,64,64,60,62,64,66,59,60,56,59,56,72,63,58,56,56,331
PJ9QMH,2024,63,64,63,59,66,54,57,57,73,64,63,62,62,59,62,54,62,52,54,67,62,65,66,67,68,61,63,59,66,68,331
VSD9GU,2024,58,60,60,61,64,53,58,58,62,56,57,61,59,62,62,52,63,51,54,65,64,66,59,62,63,60,60,63,66,57,331
JT37PS,2024,63,66,62,62,71,51,60,66,64,55,62,59,59,65,67,58,68,62,59,66,69,62,63,63,72,60,62,67,62,62,331
CNWEC3,2024,66,56,60,53,60,53,58,57,71,60,53,58,56,55,58,51,60,49,55,56,58,64,56,60,55,58,53,60,57,60,331
RDH9NV,2024,64,64,57,67,64,60,63,71,61,59,70,61,76,66,63,61,62,67,67,67,61,62,62,65,58,64,65,60,58,59,331
WRSEKY,2024,56,53,53,57,51,50,47,53,49,48,52,51,54,50,52,54,50,58,54,53,56,46,51,51,53,56,56,52,50,53,331
LHZMBH,2024,62,63,63,59,71,66,64,64,76,67,61,63,62,61,62,56,67,52,58,64,63,66,62,64,69,62,64,63,65,64,331
UBMEXY,2024,56,66,58,58,54,50,57,57,59,54,56,63,57,51,58,61,56,60,64,62,64,57,60,60,58,59,62,61,56,58,331
WT9WRA,2024,64,59,63,61,64,59,59,63,76,66,60,60,59,60,61,54,60,56,58,59,62,68,56,61,66,60,62,58,60,60,331
F7YJ7W,2024,61,59,55,63,59,51,53,60,61,56,58,59,57,62,67,63,60,59,61,59,59,58,55,57,59,57,59,56,67,56,331
BFEWX9,2024,64,56,62,58,56,57,53,53,66,62,59,63,59,58,59,48,57,48,53,60,54,65,60,61,61,68,62,57,63,53,331
CQB3GM,2024,57,60,60,55,51,55,61,53,60,54,49,54,59,57,59,60,55,61,56,55,56,57,51,61,60,58,57,60,58,60,331
3B7AJB,2024,59,65,61,60,65,60,63,62,74,61,62,58,63,61,63,59,58,56,59,62,64,68,56,67,61,64,58,62,61,59,331
PUQTK8,2024,64,63,63,65,65,52,57,65,70,63,62,60,59,59,67,61,65,69,65,61,61,63,57,64,57,69,62,63,64,84,331
WWBFAT,2024,60,60,56,69,63,60,68,66,61,60,61,59,58,65,70,67,65,62,69,63,61,60,57,60,59,63,60,56,59,58,331
ZBKAA7,2024,60,57,60,60,66,61,69,66,66,61,59,60,59,59,70,60,65,61,69,74,57,54,59,58,63,64,60,60,55,68,331
VJ9XWJ,2024,68,63,58,71,68,68,66,66,74,66,66,66,65,74,64,62,63,61,68,67,71,74,59,70,69,67,68,63,73,60,331
PB7HSA,2024,62,60,63,64,71,58,68,66,65,55,63,61,64,63,68,62,68,67,69,77,63,66,63,65,66,62,67,58,63,63,331
ZS8JJU,2024,58,64,62,58,74,59,69,66,63,61,59,59,59,60,64,54,67,55,61,65,65,60,58,57,71,64,60,70,56,59,331
THC9HW,2024,65,57,62,62,65,51,61,65,62,59,58,61,55,57,72,62,66,62,62,66,58,56,60,59,63,63,57,60,55,62,331
DEA9MQ,2024,59,68,63,61,71,70,69,66,70,56,60,62,58,63,61,57,66,57,63,67,69,67,62,65,65,60,61,64,62,64,331
9VPWR7,2024,62,59,59,62,65,62,62,57,68,58,54,61,58,67,61,58,59,57,58,63,75,62,55,67,61,57,57,56,64,56,331
YHV7XB,2024,68,59,62,66,62,64,60,62,76,67,64,69,56,62,65,54,64,56,65,64,62,70,63,68,60,63,64,60,66,63,331
BF9U79,2024,61,56,60,62,65,59,59,61,56,55,58,60,50,60,65,52,68,55,60,60,61,57,59,57,62,54,55,64,54,55,331
QBWKS9,2024,60,64,66,64,70,62,59,64,76,64,62,61,61,64,67,56,67,59,62,69,65,69,66,71,68,61,62,61,63,72,331
HLAQ8Q,2024,56,61,59,58,65,58,54,57,68,59,55,60,62,61,60,52,57,57,59,63,64,60,57,64,64,58,61,59,59,60,331
DF3GAB,2024,62,70,67,53,66,64,59,59,66,55,54,63,59,52,58,58,64,53,57,62,64,63,57,64,57,58,56,62,60,64,331
Y3RBBW,2024,70,63,67,58,66,58,61,60,65,56,59,66,62,62,61,59,67,53,57,65,64,67,62,64,65,59,62,63,72,62,331
BZGMD9,2024,65,62,63,61,59,55,66,65,62,59,61,60,70,63,62,63,73,62,64,69,58,66,64,64,59,61,61,64,64,68,331
HLVMUR,2024,63,61,62,63,65,59,63,61,76,65,62,65,60,63,68,59,63,59,62,70,67,67,63,67,66,62,60,60,62,65,331
MR9RAQ,2024,64,56,69,65,59,56,58,61,68,58,64,62,61,59,70,60,65,66,66,65,60,65,64,63,63,65,61,60,63,74,331
ZEZGY7,2024,60,68,56,68,56,56,57,55,64,58,56,62,60,65,68,64,55,62,65,63,65,58,54,66,63,66,66,58,65,59,331
ARPRBM,2024,62,55,56,54,51,57,55,54,60,57,55,60,50,52,57,53,54,55,53,57,53,58,51,53,53,63,54,52,57,51,331
ZZ8NBQ,2024,72,71,60,64,66,61,65,70,65,63,69,71,70,65,66,67,63,65,71,68,72,66,62,70,70,66,65,62,70,64,331
YMFDUJ,2024,62,60,62,64,68,52,58,64,62,61,60,60,59,61,70,57,65,64,62,64,64,60,61,61,70,63,59,61,58,59,331
ACVPXP,2024,66,63,69,63,63,57,63,68,63,67,64,62,62,59,63,52,75,57,61,63,58,67,69,63,66,62,61,67,59,67,331
YMM8JT,2024,63,69,63,71,65,64,70,67,66,65,60,65,70,68,69,66,65,72,67,72,70,65,62,75,70,67,65,63,62,66,331
ACH9TN,2024,60,74,63,64,67,58,64,66,62,59,65,56,61,61,64,57,63,64,60,60,64,62,64,63,67,62,57,65,54,62,331
8EVDE8,2024,61,61,53,66,71,62,62,66,70,53,56,60,54,63,60,61,58,55,60,64,65,64,58,66,64,56,72,52,62,65,331
VTUSN7,2024,72,64,66,67,68,64,69,67,65,63,65,66,71,66,65,64,75,64,66,70,63,66,67,72,70,66,69,60,65,64,331
787GHR,2024,56,52,58,50,53,48,53,53,57,56,52,50,55,49,58,52,57,47,49,54,54,54,53,53,55,58,50,57,57,51,331
JLP8Q3,2024,64,62,59,65,74,60,67,68,68,66,63,63,66,69,70,60,67,65,67,70,66,64,64,63,67,66,67,61,59,63,331
TRZF8H,2024,58,57,54,65,59,62,65,59,57,52,54,60,58,64,65,71,58,61,60,67,61,56,57,63,59,59,63,49,65,59,331
A8UHGD,2024,65,60,63,59,61,55,56,60,60,58,61,63,75,60,63,57,62,66,59,64,55,63,62,68,59,63,68,59,60,71,331
7CYTNY,2024,64,61,57,69,65,54,61,64,54,54,62,60,66,68,70,61,61,65,65,66,59,64,58,58,64,64,63,59,54,56,331
VZGXSS,2024,56,65,63,63,65,59,60,68,60,53,62,63,56,61,67,57,65,64,64,64,62,61,61,60,66,54,62,68,59,64,331
HAGDGK,2024,62,72,72,62,74,65,67,64,72,58,59,59,62,66,65,60,70,55,58,70,77,69,61,71,64,60,63,68,69,70,331
KYXDFU,2024,56,56,56,60,58,53,62,55,53,60,56,61,59,59,63,57,58,59,61,68,57,52,56,56,62,61,59,53,55,53,331
8E8KMD,2024,58,60,58,62,59,53,60,57,57,50,56,59,62,61,61,65,61,58,61,61,60,60,55,60,61,55,60,60,65,59,331
NJ9MCY,2024,59,59,54,61,54,58,60,59,54,47,55,53,63,63,56,65,52,60,58,60,61,54,51,62,55,55,58,56,61,60,331
3DBSMY,2024,64,64,60,55,62,57,59,56,67,57,55,63,58,59,59,65,61,55,59,62,63,61,59,62,67,61,61,59,74,60,331
NJXZSM,2024,61,54,60,62,57,59,64,60,62,60,56,57,59,61,64,67,62,60,62,65,54,59,58,64,62,63,57,53,58,57,331
ZQ3M9S,2024,60,57,50,63,55,59,63,60,60,58,56,55,59,63,63,73,57,61,64,62,57,55,52,62,58,59,58,54,66,56,331
ENWXNX,2024,58,58,58,57,60,56,58,58,69,57,59,60,55,57,60,57,58,56,58,62,55,58,58,57,63,58,61,59,62,58,331
8ECH9B,2024,66,63,65,71,69,61,64,66,79,61,65,67,61,67,67,66,65,61,67,67,67,75,64,68,64,68,67,62,70,70,331
TYAP9P,2024,67,61,64,66,65,58,64,70,74,66,75,65,67,63,70,59,65,63,68,66,59,67,66,60,66,67,62,62,62,71,331
GWE3DD,2024,63,54,54,63,56,57,58,60,66,58,57,60,55,58,62,60,55,52,59,61,56,63,49,57,55,62,67,47,62,55,331
DD8HEY,2024,66,64,71,72,72,58,63,67,77,59,68,64,66,68,68,66,69,63,65,68,68,84,72,71,70,63,69,68,70,71,331
QB8GLX,2024,61,68,62,59,69,52,57,61,70,63,59,62,65,58,64,53,64,65,57,60,63,63,60,64,62,62,60,66,54,70,331
DV8HWP,2024,56,55,53,65,55,53,51,56,58,51,55,60,57,56,57,60,53,58,58,62,63,56,52,59,56,63,64,53,62,57,331
JUUYCQ,2024,66,51,60,65,63,58,67,62,64,55,56,62,54,59,69,63,67,61,62,65,54,64,62,58,64,63,62,55,57,58,331
HLHFS3,2024,64,63,59,65,59,59,59,62,59,56,58,65,61,61,73,63,60,64,68,66,62,60,57,59,56,67,64,67,60,59,331
UDAU7S,2024,72,68,68,68,75,57,59,66,84,64,70,69,62,64,69,58,69,63,66,71,68,82,67,68,69,67,65,67,71,69,331
X7PLXV,2024,68,65,78,64,71,60,67,67,66,64,64,63,78,66,65,63,80,62,62,75,63,70,70,72,72,68,70,64,66,72,331
8VW3ZM,2024,70,62,62,62,63,59,66,64,60,60,62,58,65,60,66,67,63,63,66,61,63,66,59,61,60,65,62,58,61,56,331
FPZFEA,2024,60,68,62,58,66,55,61,58,71,59,60,60,63,60,64,54,62,57,57,60,67,67,61,64,60,56,55,67,63,62,331
ATXMXU,2024,67,62,58,72,62,59,64,65,64,57,68,64,65,66,72,74,63,68,71,68,58,64,62,61,65,69,63,58,68,61,331
WBWLYT,2024,61,65,58,68,65,60,62,65,57,60,63,59,70,66,64,62,66,61,64,64,59,61,62,66,62,63,66,60,59,57,331
TLA9N3,2024,62,62,69,64,65,54,56,64,65,57,70,63,68,61,61,54,70,56,62,65,58,79,68,64,66,59,69,69,64,70,331
XNAMB3,2024,65,60,59,70,62,64,58,68,71,71,66,63,65,63,63,60,65,58,65,71,60,67,62,66,66,63,74,58,65,60,331
GPUAJQ,2024,62,59,55,67,66,71,65,67,65,66,62,61,62,65,66,54,68,60,64,71,61,62,63,65,66,61,71,60,59,57,331
CRRJ3M,2024,60,60,70,64,66,53,64,66,65,59,66,60,60,58,68,62,67,64,63,70,62,66,64,61,64,66,60,56,58,65,331
AEAWB7,2024,61,57,72,65,65,55,66,63,62,55,57,61,59,60,67,56,66,60,64,63,58,60,57,55,63,64,54,67,54,63,331
JGFWEW,2024,60,60,59,60,59,54,58,63,51,55,59,58,58,56,62,61,60,71,63,59,64,56,54,57,56,64,56,57,51,54,331
KHP3PG,2024,68,61,62,67,70,68,70,67,73,64,61,65,62,68,67,64,67,58,68,73,68,67,65,68,70,65,71,58,67,61,331
9YMHJK,2024,61,57,63,57,60,56,58,57,75,68,56,58,60,57,61,54,60,53,53,59,58,68,56,65,62,61,59,55,63,62,331
9QRLWD,2024,67,65,61,73,69,64,68,69,79,70,61,63,64,67,70,63,67,63,63,75,69,70,62,75,68,66,71,58,65,67,331
RCVNQF,2024,67,65,61,73,69,64,68,69,79,69,62,63,64,68,70,62,67,64,62,75,69,71,62,75,67,65,71,59,65,67,331
QNP9NG,2024,65,68,63,75,67,70,68,70,69,65,67,66,67,69,69,68,70,66,70,74,70,69,67,71,66,71,70,63,65,65,331
9EMKPE,2024,63,68,59,59,67,50,57,61,67,61,65,65,65,58,69,56,63,64,59,62,63,62,60,62,61,64,59,61,59,64,331
VHPQCW,2024,68,61,63,69,57,67,63,62,75,64,62,66,63,63,66,64,60,65,72,70,63,66,55,64,60,76,67,57,65,65,331
7VZCSZ,2024,68,64,61,66,67,63,63,66,79,71,64,62,63,65,67,57,64,58,62,69,67,72,60,70,69,62,67,59,67,64,331
3PVUQQ,2024,64,64,63,71,64,60,68,66,65,62,61,61,60,69,68,64,69,65,67,70,67,67,60,67,65,62,61,64,63,65,331
Z9E3EV,2024,68,70,64,68,63,61,58,62,61,54,64,70,65,65,67,60,66,64,68,72,67,66,65,65,65,68,72,65,65,61,331
JHXKUF,2024,60,54,66,61,58,57,65,56,63,51,57,63,56,63,67,55,63,59,58,64,56,58,62,64,64,57,51,57,56,59,331
BBKAZU,2024,61,60,69,61,65,60,66,64,63,61,60,63,77,59,66,61,69,62,62,70,60,65,64,63,63,65,65,61,59,66,331
UNURKF,2024,70,63,63,64,62,56,57,63,65,58,63,60,74,65,59,57,58,59,60,64,64,69,61,67,57,66,67,60,62,65,331
BCYDDC,2024,64,56,58,66,60,58,58,62,76,66,61,62,55,61,58,57,57,54,63,55,59,68,52,60,56,67,59,58,61,54,331
GZYD38,2024,67,63,63,68,67,61,65,64,70,57,62,70,66,68,71,66,64,63,64,75,62,69,61,66,74,66,73,55,66,63,331
CTHMJX,2024,62,81,64,66,73,61,67,70,67,62,69,63,81,68,68,66,66,70,69,72,74,69,63,71,65,69,69,70,64,68,331
3TUR78,2024,66,59,57,64,58,60,58,61,76,63,58,61,61,59,64,59,57,56,64,64,59,65,54,60,58,66,64,57,63,60,331
